HoCoNum,HoCoName,ProvName,DBAName,StateFIPS,Pop_Served
130653,"Integra Telecom Holdings, Inc.","Eschelon Telecom of Colorado, Inc.",Integra Telecom,08,3868637
130653,"Integra Telecom Holdings, Inc.",Integra Telecom Holdings Inc,Integra Telecom,04,3738131
130653,"Integra Telecom Holdings, Inc.","Integra Telecom of Oregon, Inc.",Integra Telecom,41,2129083
130653,"Integra Telecom Holdings, Inc.","Integra Telecom of Utah, Inc.",Integra Telecom,49,1246170
130653,"Integra Telecom Holdings, Inc.",Integra Telecom of Washington,Integra Telecom,53,1577395
900777,"InteliPort, Inc.","InteliPort, Inc.","InteliPort, Inc.",37,1899
190197,"Intelligent Computing Solutions, Inc.",Intelligent Computing Solutions,Intelligent Computing Solutions,17,670445
150270,Intelliwave LLC,"Intelliwave, LLC","Intelliwave, LLC",39,210732
130657,"InterBel Telephone Cooperative, Inc.","Interbel Telephone Cooperative, Inc.","Interbel Telephone Cooperative, Inc.",30,6231
900453,"Interlink Computers Technology, Inc.","Interlink Computers Technology, Inc.",U.P. Logon,26,58323
902077,"Interlync Internet Sevices, Inc.","Interlync Internet Sevices, Inc.","Interlync Internet Sevices, Inc.",42,3382
130655,"Inter Mountain Cable, Inc.",Gearheart Communications,"Coalfields Telephone Company, Inc.",21,10641
130655,"Inter Mountain Cable, Inc.","Inter Mountain Cable, Inc","Inter Mountain Cable, Inc",21,65921
130655,"Inter Mountain Cable, Inc.",Inter-Mountain Cable Inc,Inter-Mountain Cable Inc,54,1480
130655,"Inter Mountain Cable, Inc.",Inter-Mountain Cable Inc,"Mikrotec CATV, LLC",54,1258
130655,"Inter Mountain Cable, Inc.","Mikrotec CATV, LLC","Mikrotec CATV, LLC",21,7807
200024,Internet 2000 Inc.,"I-2000, Inc.","I-2000, Inc.",26,311102
250048,"Internet America, Inc.","Internet America, Inc.","Internet America, Inc.",48,637825
190437,"Internet Colorado, LLC",Internet Colorado,Internet Colorado,08,8765
900629,Internet Communications Inc,Internet Communications Inc.,Internet Communications Inc.,18,318757
900398,"Internet Consulting Services, LLC","Internet Consulting Services, LLC",ICS Advanced Technologies,19,110860
270055,"Internet Free Planet, Inc.",Internet Free Planet,Internet Free Planet,06,819795
900062,Internet Nebraska Corporation,Internet Nebraska,Internet Nebraska Corporation,31,1467668
180033,"Internet Solver, Inc.","Internet Solver, Inc.",Internet Solver,19,43688
130661,Interstate 35 Telephone Company,Interstate 35 Telephone Company,Interstate Communications,19,4286
130661,Interstate 35 Telephone Company,Southwest Telephone Exchange,Southwest Telephone Exchange,19,1418
900402,Interstate Interprises,Interstate Interprises,License to Speed,19,18797
130662,"Interstate Telecommunications Cooperative, Inc.","Interstate Telecommunications Cooperative, Inc.","Interstate Telecommunications Cooperative, Inc.",27,2746
130662,"Interstate Telecommunications Cooperative, Inc.","Interstate Telecommunications Cooperative, Inc.","Interstate Telecommunications Cooperative, Inc.",46,34978
902076,"In the Stix Broadband, LLC","In the Stix Broadband, LLC","In the Stix Broadband, LLC",42,238121
130663,"Inventive Wireless of Nebraska, LLC","Inventive Wireless of Nebraska, LLC",Vistabeam,08,39134
130663,"Inventive Wireless of Nebraska, LLC","Inventive Wireless of Nebraska, LLC",Vistabeam,56,119681
130663,"Inventive Wireless of Nebraska, LLC","Inventive Wireless Of Nebraska, LLC",Vistabeam,31,64354
190200,Invisalink Wireless Enterprises LLC,"Invisalink Wireless Enterprises, LLC",Invisalink,26,220224
150271,InvisiMax Inc.,InvisiMax Inc.,InvisiMax Inc.,38,86713
150271,InvisiMax Inc.,"InvisiMax, Inc.","InvisiMax, Inc.",27,18325
150272,Iowa Connect Inc.,"Iowa Connect, Inc.","Iowa Connect, Inc.",19,6091
140046,Iowa RSA 2 Limited Partnership,RSA 1 Limited Partnership & Iowa RSA No. 2 Limited Partnership,Chat Mobility,19,105627
900521,"Iron Bay Computer and Design, Inc.",Iron Bay Computer and Design Inc.,IronBay.Net,26,16397
270056,"Iron Goat Networks, LLC","Iron Goat Netwoks, llc","Iron Goat Networks, llc",53,44112
900428,Iron River Cooperative TV Antenna Corp,Iron River Cooperative TV Antenna Corp,Iron River Cable,26,3292
130667,Ironton Telephone Company,Ironton Telephone Co,Ironton Telephone Co,42,14535
130668,"Irvine Community Television, Inc.","Irvine Community Television, Inc.","Irvine Community Television, Inc.",21,9202
900779,Isotech,Isotech,KC Coyote,29,522442
900505,"ISP Management, Inc.","ISP Management, Inc.","ISP Management, Inc.",26,221584
900159,"IVNet, LLP","IVNet, LLP","IVNet, LLP",17,58659
900931,"iWispr, LLC.","iWispr, LLC.",iWispr.Net,13,347378
140048,"JAB Wireless, Inc.",Digis LLC,Digis,49,2362545
140048,"JAB Wireless, Inc.",Essex Telcom Inc,T6 Broadband,17,2315907
140048,"JAB Wireless, Inc.",HJ LLC,Big Dog High Speed Internet,16,1040850
140048,"JAB Wireless, Inc.",HJ LLC,Big Dog High Speed Internet,56,337
140048,"JAB Wireless, Inc.",JAB Broadband,"Skybeam, Inc.",08,4428303
140048,"JAB Wireless, Inc.",JAB Broadband - Digis,JAB Broadband - Digis,16,958639
140048,"JAB Wireless, Inc.",JAB Broadband - Skybeam,JAB Broadband - Skybeam,56,77178
140048,"JAB Wireless, Inc.",Jab Wireless,JAB Broadband,19,1367258
140048,"JAB Wireless, Inc.","Jab Wireless, Inc.",JAB Broadband,27,170703
140048,"JAB Wireless, Inc.","Jab Wireless, Inc.","KeyOn Communications, Inc.",32,1912904
140048,"JAB Wireless, Inc.","JAB Wireless, Inc.",Skybeam,48,8917691
170058,Jackson Energy Authority,Jackson Energy Authority,Jackson Energy Authority,47,79166
900160,JAG Holdings Corp,JAG Holdings Corp,Air-Speed.Net,17,13436
190207,Jaguar Communications,Jaguar Communications,Jaguar Communications,27,272413
220032,Jagwire Enterprises,Jagwire Enterprises,Jagwireless,31,110682
220032,Jagwire Enterprises,Jag Wireless,Loganet,19,27485
900498,"Jakmart.com, Inc.","Jakmart.com, Inc.",Jimmy Wireless,17,67729
150273,"James Cable, LLC",James Cable,CommuniComm Services,22,54410
150273,"James Cable, LLC",James Cable,Mediastream,56,22729
150273,"James Cable, LLC",James Cable LLC,CommuniComm Services,08,5734
150273,"James Cable, LLC",James Cable LLC,Mediastream,40,38323
150273,"James Cable, LLC",James Cable LLC,Mediastream,47,20059
150273,"James Cable, LLC","James Cable, LLC",Mediastream,48,34749
130673,James Valley Cooperative Telephone Company,James Valley Telecommunications,James Valley Telecommunications,46,7214
130673,James Valley Cooperative Telephone Company,Northern Valley Communications,NVC,46,31271
190208,JB-Nets,"JB-Nets, LLC",JB-Nets,39,15065
140050,JC Mickelson Inc.,NeboNet,NeboNet,49,20209
130674,"JED Enterprises, Inc.","J.e.d. Enterprises, Inc.","J.e.d. Enterprises, Inc.",08,1684
900548,Jefferson Communications,Jefferson Communications,Long Lines,46,5145
130677,Jefferson Telephone Company,Jefferson Telephone Company,Jefferson Telephone Company,19,5159
900162,Jenco Wireless,Jenco Wireless,Jenco Wireless,39,26456
900932,Jersey Shore Wireless,Jersey Shore Wireless,Duxpond Communications,34,208873
130672,"J & N Cable Systems, Inc.","J & N Cable Systems, Inc.","J & N Cable Systems, Inc.",41,600
900041,"Jo-Carroll Energy, Inc. (NFP)","Jo-Carroll Energy, Inc. (NFP)",SandPrairie Wireless,17,116742
130678,Johnson Telephone Company,Johnson Telephone Co.,Johnson Telephone Co.,27,2704
190211,"Joink, LLC",Joink,Joink,18,128938
190211,"Joink, LLC",Joink LLC,Joink,17,13636
190211,"Joink, LLC",Joink LLC,Joink LLC,17,14158
901039,"JTM Broadband, LLC","JTM Broadband, LLC","JTM Broadband, LLC",47,22793
900934,Kaizen Net,Kaizen Net,Kaizen Net,17,28346
130681,"Kalida Telephone Company, Inc.","Kalida Telephone Company, Inc.","Kalida Telephone Company, Inc.",39,3803
130682,Kalona Cooperative Telephone Company,Kalona Cooperative Telephone Company,Kalona Cooperative Telephone Company,19,5333
130683,"KALTELCO, Inc.","Kaltelco, LLC",Kaltelnet,26,7914
130684,"KanOkla Telephone Association, Inc.","KanOkla Communications, Inc.",KanOkla Networks,20,319122
130684,"KanOkla Telephone Association, Inc.","KanOkla Telephone Association, Inc","KanOkla Communications, Inc",40,50455
130684,"KanOkla Telephone Association, Inc.","KanOkla Telephone Association, Inc","KanOkla Telephone Association, Inc",40,1803
130684,"KanOkla Telephone Association, Inc.","The KanOkla Telephone Association, Inc.",KanOkla Networks,20,3578
900165,"Kansas Broadband Internet, Inc.","Kansas Broadband Internet, Inc.","Kansas Broadband Internet, Inc.",20,222862
900166,"Kansas Data Internet, Inc.","Kansas Data Internet, Inc.",KASINET,20,25444
130685,"Kaplan Telephone Company, Inc.","Kaplan Telephone Co., Inc.",Kaplan Telephone Co,22,56180
900698,"Karban TV Systems, Inc.  (KTVS)","Karban TV Systems, Inc.  (KTVS)",Three Lakes Cable TV,55,2093
130686,Kasson & Mantorville Telephone Company,Kasson & Mantorville Telephone Company,KM Telecom,27,15767
170102,"KC Online, Inc.",KC Online LLC,KC Online LLC,18,57691
130690,"Keene Valley Video, Inc.","Keene Valley Video, Inc.",Keene Valley Video,36,940
900935,Kendallville Internet INC.,Kendallville Internet INC.,Kendallville Internet INC.,18,28256
130691,"Kennebec Telephone Company, Inc.",Kennebec Telephone Company Inc,Kennebec Telephone Company Inc,46,1078
130692,"Kentec Communications, Inc.",Kentec Communications Inc,Kentec Communications Inc,08,62587
190503,"Ken-Tenn Wireless, L.L.C.","Ken-Tenn Wireless, LLC","Ken-Tenn Wireless, LLC",21,10930
190503,"Ken-Tenn Wireless, L.L.C.","Ken-Tenn Wireless, L.L.C.","Ken-Tenn Wireless, L.L.C.",47,71963
900936,Kentucky RSA #4 Cellular General Partnership,Kentucky RSA #4 Cellular General Partnership,Bluegrass Cellular,21,219332
260025,Kentucky Wimax,WiMAX Express,WiMAX Express,21,19064
901040,Kentucky WiMAX,Kentucky WiMAX,Kentucky WiMAX,21,112772
901041,Kentucky Wireless,Kentucky Wireless,Kentucky Wireless,21,8574
180034,"KeyOn Communications Holdings, Inc.",KeyOn Communications Inc.,KeyOn Communications Inc.,46,229023
180034,"KeyOn Communications Holdings, Inc.","KeyOn Communications, Inc.",SpeedNet,20,426858
130694,Keystone-Arthur Telephone Company,Keystone-arthur Telephone Company,"Key Art Comm., Inc",31,856
900636,"Keystone Community Network, Inc.","Keystone Community Network, Inc.",KCnet,42,21900
130693,Keystone Farmers Cooperative Telephone Company,Keystone Farmers Coop Telephone Company,Keystone Communications,19,2131
900362,"Kilgore Cable Television, Inc.","Kilgore Cable Television, Inc.","Kilgore Cable Television, Inc.",48,18579
130695,Killduff Telephone Company,Killduff Telephone Company,Killduff Telephone Company,19,566
900169,"Kinetix Broadband, LLC","Kinetix Broadband, LLC",Kinetix Technologies,22,68976
130697,Kingdom Telephone Company,Kingdom Telephone Company,KTIS,29,55140
900540,"King Office Service, Inc.","King Office Service, Inc.",Kosinet.com,39,33893
190215,"Kings Bay Communications, Inc.",Kings Bay Communications,Kings Bay Communications,13,20672
900937,KISCompuSys Inc,Kiscompusys Inc,Areyouonline.Net Inc,12,1438432
901042,Kit Carson Electric,Kit Carson Electric,Kit Carson Telecom,35,26786
900638,KitePilot Wireless Internet,KitePilot Wireless Internet,KitePilot Wireless Internet,13,9177
130679,"K & M Telephone Company, Inc.","K & M Telephone Company, Inc.","K & M Telephone Company, Inc.",31,962
240108,Knetworx,Knetworx LLC,Smith Lake Broadband,01,7598
130702,"Knology, Inc.","Knology, Inc.","Knology, Inc.",46,239755
130702,"Knology, Inc.","Knology of Florida, LLC","Knology, Inc.",12,744566
130702,"Knology, Inc.",Knology of Huntsville,Knology,01,288893
130702,"Knology, Inc.","Knology of Kansas, Inc.","Knology of Kansas, Inc.",20,197775
130702,"Knology, Inc.",Knology of Montgomery,Knology,01,228542
130702,"Knology, Inc.","Knology of Panama City, Inc.","Knology, Inc.",12,126570
130702,"Knology, Inc.",Knology of the Valley,Knology,01,20166
230025,"Konceptio Data Services, LLC",Konceptio Data Service LLC,"Konceptio Data Service, LLC",30,72685
902036,KPBIZnet LLC,KPBIZnet LLC,KPBIZnet LLC,26,18113
130705,Kraus Electronics Systems Inc.,Kraus Electronics,Elwood Cable,17,4163
130705,Kraus Electronics Systems Inc.,Kraus Electronics,Gardner Cable,17,1918
130705,Kraus Electronics Systems Inc.,Kraus Electronics,Manhattan Cable,17,8216
130705,Kraus Electronics Systems Inc.,Kraus Electronics,Seneca Cable,17,3023
902006,Kremmling Technology Services,Kremmling Technology Services,Kremmling Technology Services,08,1978
901043,Kricket Internet Services,Kricket Internet Services,Kricket Internet Services,22,6637
190218,"Kuhn Communications, Inc.",Kuhn Communications,Kuhn Communications,42,60310
900499,Kurt Fankhauser,Wavelinc Communications,Wavelinc Communications,39,24793
900780,KYWIFI,KYWIFI,KYWIFI,21,18911
130707,La Canada Wireless Association,La Canada Wireless Association,La Canada Wireless Association,35,13599
190219,Lafayette City Parish Consolidated Government,Lafayette City-Parish Consolidated Government,LUS Fiber,22,125544
900451,"LaGrant Connections, LLC","LaGrant Connections, LLC","LaGrant Connections, LLC",55,6011
130711,"LaHarpe Telephone Company, Inc.","LaHarpe Telephone Co., Inc.","LaHarpe Telephone Co., Inc.",17,2157
130711,"LaHarpe Telephone Company, Inc.","LaHarpe Telephone Company, Inc.","LaHarpe Telephone Company, Inc.",20,922
130708,La Jicarita Rural Telephone Cooperative,La Jicarita Rural Telephone Cooperative,La Jicarita Rural Telephone Cooperative,35,2866
130713,"Lakefield Telecom, Inc.",Lakefield Telephone Company,Lakefield Telephone Company,55,4277
130714,"Lakeland Communications, Inc.","Lakeland Telecom, Inc.","Lakeland Telecom, Inc.",55,7496
130714,"Lakeland Communications, Inc.",Luck Telephone Company,Luck Telephone Company,55,4363
130714,"Lakeland Communications, Inc.",Milltown Mutual Telephone Company,Milltown Mutual Telephone Company,55,4057
130712,Lake Livingston Telephone Company,"Lake Livingston Telephone Company, Inc.","Lake Livingston Telephone Company, Inc.",48,7283
250050,LakeNet LLC,"LakeNet, LLC","LakeNet, LLC",26,20218
210049,Lakes Area Wireless LC,LakesArea Communications LLC,LakesArea Wireless,27,11241
900781,Lakes Region Wireless,Lakes Region Wireless,Lakes Region Wireless,33,3740
260026,"Lakeway Publishers, Inc.",Ultranet High-Speed Internet,Lakeway Publishers Inc; LogOn Computer Services Inc,47,89622
130709,La Motte Telephone Company,"La Motte Telephone Company, Inc.","La Motte Telephone Company, Inc.",19,4964
190220,Landmark Wireless LLC,Landmark Electronics,Landmark Electronics,30,3190
900171,Lantek,Lantek,Lantek,42,25345
170062,La Porte City Telephone Company,La Porte City Telephone Company,La Porte City Telephone Company,19,4517
130718,"Larson Utilities, Inc.",Minnesota Valley Telephone Company,Minnesota Valley Telephone Company,27,2131
130718,"Larson Utilities, Inc.",Minnesota Valley Telephone Company,Winthrop Telephone,27,2162
900513,Last Mile Communications,Last Mile Communications,Wydebeam Broadband,04,3762450
901044,Last Mile Research,Last Mile Research LLC,Last Mile Research LLC,04,185
190222,LasVegas.Net,LasVegas.Net LLC,lv.net,32,374816
900036,Lathrop Telephone Company,Lathrop Telephone Company,Lathrop Telephone Company,29,49671
140055,LAT Inc.,Little Apple Technologies,LAT Inc.,30,92326
130721,"Laurel Highland Total Communications, Inc.",Laurel Highland Telephone Company,Laurel Highland Telephone Company,42,12305
130724,Laurens Municipal Broadband Communications Utility,Laurens Municipal Broadband Communications Utility,Laurens Municipal Power & Communications,19,1254
130725,"Lavaca Telephone Company, Inc.",Lavaca Telephone Company,Pinnacle Communications,05,4923
130725,"Lavaca Telephone Company, Inc.","Lavaca Telephone Company, Inc.","Lavaca Telephone Company, Inc.",40,4124
130726,"LaValle Telephone Cooperative, Inc.",LaValle Telephone Cooperative,LaValle Telephone Cooperative,55,3925
130710,"La Ward Telephone Exchange, Inc.","La Ward Telephone Exchange, Inc.","La Ward Telephone Exchange, Inc.",48,2287
900435,Lawrence Freenet,Lawrence Freenet,Lawrence Freenet,20,91563
200026,"Lazernet, Inc.","Lazernet, Inc","Lazernet, Inc",17,12053
130728,"Leaco Rural Telephone Cooperative, Inc.","Leaco Rural Telephone Cooperative, Inc.",Leaco Rural Telephone Cooperative,35,106742
130729,Leaf River Telephone Company,Leaf River Telephone Company,Leaf River Telephone Company,17,1645
130729,Leaf River Telephone Company,LR Communications,LR Communications,17,16019
130730,"Leap Wireless International, Inc.",Leap Wireless International Inc,Cricket Communications Inc,04,5410566
130730,"Leap Wireless International, Inc.",Leap Wireless International Inc,Cricket Communications Inc,51,2485663
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",01,26511
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",05,1382385
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",06,5435697
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",08,4117982
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",10,523017
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",11,612349
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",13,1052765
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",16,771829
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",17,9601931
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",18,1348673
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",19,79170
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",20,1426867
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",21,1903165
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",22,257344
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",24,4565640
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",26,17793
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",28,187409
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",29,2916571
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",31,1029023
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",32,2530421
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",34,2085261
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",35,1292932
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",36,2302351
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",37,4425669
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",39,2733822
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",40,2203236
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",41,2504956
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",42,5950571
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",45,1013743
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",47,3524105
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",48,14126928
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",49,2441120
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",53,852367
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",54,21656
130730,"Leap Wireless International, Inc.","Leap Wireless International, Inc.","Cricket Communications, Inc.",55,2589304
130732,Lehigh Valley Telephone Cooperative Association,Lehigh Valley Cooperative Telephone Association,Lehigh Valley Cooperative Telephone Association,19,4705
130733,Lemonweir Valley Telephone Company,Lemonweir Valley Telephone Company,Lemonweir Valley Telephone Company,55,7633
130734,Lennon Telephone Company,Lennon Telephone Company,Lennon Telephone Company,26,4508
190223,Lenox Municipal Utilities,City of Lenox,Lenox Municipal Utilities,19,1405
130735,"Leonore Mutual Telephone Co., Inc.",Leonore Mutual Telephone Company,Leonore Mutual Telephone Company,17,400
130736,Le-Ru Telephone Company,Le-Ru Telephone Company,Le-Ru Telephone Company,29,10279
130738,"Level 3 Communications, LLC","Level 3 Communications, Llc",Level 3,31,2868
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC",Level 3 Communications,36,75839
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC",Level 3 Communications,50,34303
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",01,9112
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",05,67452
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",06,164730
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",08,29613
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",09,11426
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",10,3283
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",11,28971
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",12,7078884
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",13,72190
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",16,5029
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",17,39541
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",18,4497
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",20,19040
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",21,25727
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",22,17802
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",24,46458
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",25,27426
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",28,129668
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",29,4850
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",33,2276
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",34,50976
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",35,4221
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",37,28032
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",40,4716
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",41,999650
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",42,115505
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",44,752
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",49,5371
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",51,101249
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",53,18406
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",55,14750
130738,"Level 3 Communications, LLC","Level 3 Communications, LLC","Level 3 Communications, LLC",56,1333
130738,"Level 3 Communications, LLC",Level3 Communications LLC,Level3 Communications LLC,04,13481
130738,"Level 3 Communications, LLC","LEVEL 3 COMMUNICATIONS, LLC","LEVEL 3 COMMUNICATIONS, LLC",51,81
902037,Lewiston Communications,Lewiston Communications,Lewiston Communications,26,2581
900782,Lexcom,Lexcom,Lexcom,37,41952
900553,"Liberty Communications, Inc.","Liberty Communications, Inc.","Liberty Communications, Inc.",21,3860
130741,"Liberty Global, Inc.","Liberty Global, Inc.",Liberty Cablevision of Puerto Rico Ltd.,72,684644
130741,"Liberty Global, Inc.","Liberty Global, Inc.",Onelink Communications,72,415133
160127,LICT Corporation,Cal-Ore Communications Inc.,Cal-Ore Communications Inc.,41,41527
160127,LICT Corporation,"Cal-Ore Communications, Inc.","Cal-Ore Communications, Inc.",06,18585
160127,LICT Corporation,Cal-Ore Telephone Co.,Cal-Ore Telephone Co.,06,3925
160127,LICT Corporation,Cassadaga Telephone Corporation,DFT Communications-Netsync,36,3282
160127,LICT Corporation,Central Scott Telephone Company,Central Scott Telephone Company,19,13377
160127,LICT Corporation,Central Scott Telephone Company,CS Technologies,19,93909
160127,LICT Corporation,DFT Local Service Corporation,DFT Communications-Netsync,36,48497
160127,LICT Corporation,Dunkirk and Fredonia Telephone Company,DFT Communications-Netsync,36,16863
160127,LICT Corporation,"Giant Communications, Inc.",Giant Communications,20,115724
160127,LICT Corporation,"Haviland Telephone Company, Inc.","Haviland Telephone Company, Inc.",20,9213
160127,LICT Corporation,"JBN Telephone Company, Inc.","JBN Telephone Company, Inc.",20,5058
901045,"Lightbound, LLC","Lightbound, LLC","Lightbound, LLC",18,57907
900471,Lightower Fiber Networks,Lightower Fiber Networks,Lightower Fiber Networks,44,476360
190227,"Lightspeed Networks, Inc.",Lightspeed Networks,LS Networks,41,1462445
190227,"Lightspeed Networks, Inc.","LightSpeed Networks, Inc.",LSN,53,370687
900175,LightSpeed Technologies,LightSpeed Technologies,LightSpeed Technologies,39,66260
130763,"Lightyear Network Solutions, Inc.","Lightyear Network Solutions, Inc.",Lightyear Network Solutions,23,1218379
130742,"Ligonier Telephone Co., Inc.",Ligonier Telephone Company,Ligonier Telephone Company,18,8012
130742,"Ligonier Telephone Co., Inc.","Ligonier Telephone Company, Inc.","LigTel Communications, Inc.",26,377
130742,"Ligonier Telephone Co., Inc.",Ligtel Communications,Ligtel Communications,18,162222
130743,"Lincoln Communications, Inc.","Lincoln Communications, Inc.","Lincoln Communications, Inc.",32,528
130743,"Lincoln Communications, Inc.","Lincoln Communications, Inc.",Lincoln County Telephone System,32,7645
130743,"Lincoln Communications, Inc.","WUE, Inc.","WUE, Inc.",32,5367
130744,Lincoln Telephone Company,"Lincoln Telephone Company, Inc.","Lincoln Telephone Company, Inc.",30,1171
130745,Lincolnville Telephone Company,Coastal Telco Services,Lincolnville Telephone Company,23,18803
270005,"@Link Services, LLC","@Link Services, LLC",Atlink Wifi,40,1885448
130746,"Lintel, Inc.",Hart Telephone & Cable (Lintel Inc.),Hart Telephone Company,13,20730
130748,Lismore Cooperative Telephone Company,Lismore Cooperative Telephone Company,Lismore Cooperative Telephone Company,27,676
130749,"LiteWire Internet Services, Inc.","LiteWire Internet Services, Inc.",LiteWire,17,29707
130749,"LiteWire Internet Services, Inc.","LiteWire Internet Services, Inc.",LiteWire,55,225437
900938,"Live Wire Networks, Inc.","LiveWire Networks, Inc.","LiveWire Networks, Inc.",08,42750
130750,"Livingston Telephone Company, Inc.","Livingston Telephone Company, Inc.","Livingston Telephone Company, Inc.",48,12477
900372,"Local Internet Service Company, Inc.","Local Internet Service Company, Inc.",LISCO,19,101936
